loan_id,customer_id,loan_purpose,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,disbursement_date,maturity_date,repayment_frequency,loan_status,num_payments_made,outstanding_balance,collateral_value,num_late_payments,penalty_charges,loan_officer_id,branch_code,insurance_taken,loan_duration_years,total_repayment,total_interest_paid,default_flag,ltv_ratio,risk_category,disbursement_year,disbursement_month,days_to_maturity,log_loan_amount,log_emi_amount,log_outstanding_balance,log_total_repayment,log_total_interest_paid,insurance_taken_enc,default_flag_enc,loan_purpose_Education,loan_purpose_Home,loan_purpose_Medical,loan_purpose_Personal,loan_purpose_Travel,loan_purpose_Vehicle,loan_purpose_Wedding,loan_type_Unsecured,repayment_frequency_Monthly,repayment_frequency_Quarterly,risk_category_Low,risk_category_Medium,loan_amount_scaled,interest_rate_scaled,tenure_months_scaled,emi_amount_scaled,num_payments_made_scaled,outstanding_balance_scaled,num_late_payments_scaled
LOAN000212,CUST00535,Personal,Secured,189226.32,11.82,48,4966.35,2022-02-25,2026-02-04,Monthly,Active,84,44826.14,318219.99,11.0,40041.46,LO193,BR29,False,4.0,238384.8,49158.48,False,0.5946,Medium,2022,2,1440,12.150704322638607,8.510641777694262,10.710569038549597,12.381645648640951,10.802824985918575,0,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.5794609091654722,-0.5239433855953347,-0.5734908294285638,-0.5280123389548346,-0.45640339521221934,-0.7088195408711259,0.2886895594985357
LOAN000213,CUST01466,Personal,Secured,329097.94,14.39,24,15861.64,2022-01-30,2024-01-20,Monthly,Defaulted,103,303479.67,517358.6,10.0,44753.06,LO109,BR23,False,2.0,380679.36,51581.42,True,0.6361,High,2022,1,720,12.704113714020744,9.671721937830819,12.623073197173312,12.849715351861992,10.850936195744596,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-0.12243901541881361,0.055939521531038844,-0.914719010365829,0.5179966063401289,-0.18209937236219292,0.7573727766823104,0.1083337330729616
LOAN000214,CUST01111,Business,Secured,136619.11,17.49,24,6786.97,2018-03-08,2020-02-26,Monthly,Active,88,7404.87,3767.33,19.0,37547.55,LO141,BR24,True,2.0,162887.28,26268.17,False,36.2642,Medium,2018,3,720,11.824959433438496,8.822907206780414,8.910028207984363,12.000819846022772,10.176151287205197,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.7513517240350516,0.75540917604145,-0.914719010365829,-0.3532226081644732,-0.3986551798753717,-0.9209441485928642,1.7315361709031285
LOAN000215,CUST00031,Home,Secured,192396.3,15.32,12,17394.43,2021-05-21,2022-05-16,Monthly,Closed,113,132544.32,350884.85,18.0,35850.87,LO120,BR19,True,1.0,208733.16,16336.86,False,0.5483,Medium,2021,5,360,12.167317783851242,9.763962807027568,11.794679903662692,12.24881675959453,9.70124039288481,1,0,0,1,0,0,0,0,0,0,1,0,0,1,-0.5691031949791417,0.26578041788416223,-1.0853331008344616,0.6651530428607417,-0.03772883402007376,-0.21158402421001743,1.5511803444775545
LOAN000216,CUST01145,Business,Unsecured,292456.18,18.94,24,14733.79,2021-06-11,2023-06-01,Monthly,Defaulted,208,181685.45,160778.21,5.0,48237.29,LO164,BR27,True,2.0,353610.96,61154.78,True,1.819,High,2021,6,720,12.58607354177513,9.597966643288764,12.110037678130766,12.775955432703034,11.021179658316456,1,1,0,0,0,0,0,0,0,1,1,0,0,0,-0.24216370685665187,1.082580466054385,-0.914719010365829,0.4097166808906068,1.3337912802300584,0.06697527974340128,-0.793445399054909
LOAN000217,CUST00069,Home,Secured,155929.03,16.26,48,4439.86,2023-08-19,2027-07-29,Bi-Annual,Active,114,68771.18,276921.83,9.0,43184.23,LO142,BR48,True,4.0,213113.28,57184.25,False,0.5631,Medium,2023,8,1440,11.957162659972935,8.398603330363763,11.13855458168058,12.26958382663464,10.954051276981577,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.688257751101182,0.47787766796151315,-0.5734908294285638,-0.5785583317286246,-0.02329178018586184,-0.5730857131073612,-0.07202209335261252
LOAN000218,CUST00883,Personal,Unsecured,71930.79,18.71,84,1541.91,2019-05-26,2026-04-19,Monthly,Closed,197,17286.48,28336.14,13.0,40768.89,LO135,BR17,False,7.0,129520.44,57589.65,False,2.5385,Medium,2019,5,2520,11.183473587856925,7.341425522729422,9.757737819067065,11.771601706263771,10.96111550711874,0,0,0,0,0,1,0,0,0,1,1,0,0,1,-0.9627168208980882,1.030684330397161,-0.0616485580226659,-0.8567777846314422,1.1749836880537272,-0.8649296775471405,0.649401212349684
LOAN000219,CUST00961,Business,Unsecured,63147.1,17.3,120,1109.52,2023-08-07,2033-06-15,Monthly,Active,13,27197.2,55524.71,0.0,4320.17,LO158,BR22,True,10.0,133142.4,69995.3,False,1.1373,Low,2023,8,3600,11.053238040231792,7.012583653077754,10.210906073623741,11.799182021857321,11.156197662491651,1,0,0,0,0,0,0,0,0,1,1,0,1,0,-0.991416986363274,0.7125384552811349,0.450193713383232,-0.8982896496534919,-1.4814342174412656,-0.8087501948027016,-1.6952245311827796
LOAN000220,CUST00827,Home,Unsecured,383304.99,9.49,120,4957.77,2023-02-11,2032-12-20,Monthly,Closed,228,334538.14,574496.59,14.0,11951.49,LO180,BR32,False,10.0,594932.4,211627.41,False,0.6672,Medium,2023,2,3600,12.856588878692405,8.508913005094922,12.720509162168607,13.296204745489717,12.262587232713768,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0.054679178003267326,-1.049673803340257,0.450193713383232,-0.5288360670750251,1.6225323569142966,0.933429488952829,0.8297570387752581
LOAN000221,CUST00924,Business,Secured,261741.58,7.31,120,3081.02,2022-08-23,2032-07-01,Monthly,Active,167,219016.48,335175.25,5.0,27837.8,LO194,BR41,True,10.0,369722.4,107980.82,False,0.7809,Low,2022,8,3600,12.475116780671,8.033340505151672,12.296906822965001,12.820510437484867,11.589718158603377,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.3425217684682291,-1.5415589152217724,0.450193713383232,-0.7090145926656539,0.7418720730273698,0.2785883568676797,-0.793445399054909
LOAN000222,CUST01170,Home,Unsecured,254440.99,20.5,48,7810.68,2022-08-08,2026-07-18,Monthly,Under Review,103,239525.98,211655.18,12.0,35478.01,LO165,BR39,True,4.0,374912.64,120471.65,False,1.2021,Medium,2022,8,1440,12.446828151859467,8.963375328535971,12.386421340845413,12.834450985097632,11.699178035196685,1,0,0,1,0,0,0,0,0,1,1,0,0,1,-0.36637599613262534,1.4345716470338177,-0.5734908294285638,-0.2549407067751658,-0.18209937236219292,0.3948476297910463,0.4690453859241098
LOAN000223,CUST00984,Business,Secured,105932.55,21.16,60,2875.37,2021-12-11,2026-11-15,Monthly,Defaulted,81,32605.32,143776.71,13.0,15160.74,LO186,BR46,True,5.0,172522.2,66589.65,True,0.7368,High,2021,12,1800,11.570567289726068,7.964284361470153,10.392261413596078,12.058286999163835,11.106319456282437,1,1,0,0,0,0,0,0,0,0,1,0,0,0,-0.8516181666755991,1.5834909928328087,-0.40287673895993115,-0.7287581460359552,-0.4997145567148551,-0.7780939574940243,0.649401212349684
LOAN000224,CUST01357,Personal,Secured,263962.03,17.77,36,9512.43,2021-12-13,2024-11-27,Quarterly,Closed,29,102180.8,289803.65,12.0,4666.41,LO199,BR50,True,3.0,342447.48,78485.45,False,0.9108,Medium,2021,12,1080,12.483564334443447,9.160459763488388,11.534508858701445,12.743876502012025,11.270681277406458,1,0,0,0,0,1,0,0,0,0,0,1,0,1,-0.3352665850080691,0.81858708031981,-0.7441049198971964,-0.09156316265695469,-1.2504413560938747,-0.3837013726872647,0.4690453859241098
LOAN000225,CUST00481,Vehicle,Unsecured,194782.01,14.13,12,17832.59,2024-01-31,2025-01-25,Monthly,Active,200,3647.52,223473.25,9.0,25120.02,LO109,BR10,False,1.0,213991.08,19209.07,False,0.8716,Medium,2024,1,360,12.179641448727754,9.788839036635782,8.20207688489546,12.273694283973331,9.863189899691413,0,0,0,0,0,0,0,1,0,1,1,0,0,1,-0.5613080346590542,-0.002725675298866599,-1.0853331008344616,0.7072188602433392,1.218294849556363,-0.9422429018105737,-0.07202209335261252
LOAN000226,CUST01287,Travel,Unsecured,166034.44,10.69,180,1854.95,2022-10-11,2037-07-24,Monthly,Closed,13,156562.17,214625.9,0.0,38551.46,LO190,BR43,False,15.0,333891.0,167856.56,False,0.7736,Low,2022,10,5400,12.019956538527989,7.526151973328094,11.961214849693283,12.718572866375476,12.030871041608378,0,0,0,0,0,0,1,0,0,1,1,0,1,0,-0.6552389470343783,-0.778911356433001,1.303264165726395,-0.8267241889735811,-1.4814342174412656,-0.07543746879996441,-1.6952245311827796
LOAN000227,CUST00293,Personal,Unsecured,252700.28,14.91,120,4063.02,2023-11-13,2033-09-21,Monthly,Active,237,83236.97,103226.59,13.0,43870.05,LO188,BR24,False,10.0,487562.4,234862.12,False,2.448,Medium,2023,11,3600,12.439963358658273,8.309927910506051,11.329458892896405,13.097175612246156,12.366758155340754,0,0,0,0,0,1,0,0,0,1,1,0,0,1,-0.37206365872396263,0.17326991519084972,0.450193713383232,-0.6147370852032868,1.752465841422204,-0.4910855557333585,0.649401212349684
LOAN000228,CUST01453,Education,Unsecured,340150.94,21.88,240,6284.29,2021-10-07,2041-06-24,Monthly,Active,179,137476.7,472121.53,12.0,45645.18,LO140,BR22,False,20.0,1508229.6,1168078.66,False,0.7205,Medium,2021,10,7200,12.737147679123105,8.745967261566857,11.831217001117688,14.226447733631192,13.97087164209945,0,0,1,0,0,0,0,0,0,1,1,0,0,1,-0.0863240194562172,1.745948460977162,2.156334618069558,-0.40148270740193015,0.9151167190379128,-0.1836245462811671,0.4690453859241098
LOAN000229,CUST00086,Medical,Secured,1088076.9,19.77,48,32977.38,2019-04-10,2023-03-20,Monthly,Active,109,754642.8625,6769.75,9.0,18943.33,LO104,BR33,True,4.0,1582914.24,494837.34,False,160.7263,Medium,2019,4,1440,13.899923303099627,10.40360747422793,13.534001211645206,14.274778793525643,13.111986402351466,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2.3574779370914194,1.2698578251652368,-0.5734908294285638,2.161203638492813,-0.09547704935692143,3.3148171185646045,-0.07202209335261252
LOAN000230,CUST01040,Home,Unsecured,421778.11,11.22,60,9216.82,2019-12-22,2024-11-25,Quarterly,Closed,144,222107.69,462920.47,9.0,18626.93,LO155,BR12,False,5.0,553009.2,131231.09,False,0.9111,Medium,2019,12,1800,12.952237019958735,9.128893846077432,12.310922135636682,13.22313172518066,11.78472271399989,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0.18038772531788658,-0.6593246090489627,-0.40287673895993115,-0.11994338056016284,0.40981983484049567,0.2961110574236874,-0.07202209335261252
LOAN000231,CUST00728,Vehicle,Secured,532879.26,11.17,60,11631.32,2023-02-23,2028-01-28,Bi-Annual,Closed,61,301702.67,427441.24,3.0,20335.37,LO112,BR35,True,5.0,697879.2,164999.94,False,1.2467,Low,2023,2,1800,13.18605202500167,9.361542709711268,12.61720058947489,13.455802733776018,12.013706449836187,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5434038823512546,-0.6706063776700986,-0.40287673895993115,0.1118621609549955,-0.7884556333990934,0.7472997506219569,-1.154157051906057
LOAN000232,CUST00628,Travel,Unsecured,649348.0,14.0,120,10082.19,2022-10-21,2032-08-29,Monthly,Defaulted,225,114436.44,393639.66,13.0,18790.47,LO190,BR50,False,10.0,1209862.8,560514.8,True,1.6496,High,2022,10,3600,13.383725601535511,9.218624959813813,11.64778357711307,14.006018349253877,13.236612710213906,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.9239583087394468,-0.03205827371381952,0.450193713383232,-0.03686300720709895,1.579221195411661,-0.31422957690430897,0.649401212349684
LOAN000233,CUST00118,Vehicle,Secured,145623.81,12.77,240,1682.29,2022-03-09,2041-11-24,Quarterly,Closed,109,72616.77,150198.72,11.0,33309.83,LO166,BR16,False,20.0,403749.6,258125.79,False,0.9695,Medium,2022,3,7200,11.88878879858022,7.428505490695692,11.192964936702836,12.908552639586011,12.461206177298088,0,0,0,0,0,0,0,1,0,0,0,1,0,1,-0.7219294220225309,-0.3095897817937571,2.156334618069558,-0.8433005173223107,-0.09547704935692143,-0.5512867664064972,0.2886895594985357
LOAN000234,CUST00270,Home,Secured,207584.2,12.25,180,2524.84,2019-12-26,2034-10-08,Monthly,Closed,149,190605.6,267913.0,5.0,17916.16,LO140,BR31,True,15.0,454471.2,246887.0,False,0.7748,Low,2019,12,5400,12.243297136788428,7.8343289596533054,12.157966897094852,13.026892024612335,12.416690071478977,1,0,0,1,0,0,0,0,0,0,1,0,1,0,-0.5194776682280046,-0.42692017545356803,1.303264165726395,-0.7624109919532501,0.4820051040115553,0.11753965982908686,-0.793445399054909
LOAN000235,CUST01419,Home,Unsecured,130101.68,14.13,120,2197.24,2024-03-14,2034-01-21,Monthly,Defaulted,52,72690.16,223473.25,9.0,25120.02,LO124,BR42,False,10.0,263668.8,133567.12,True,0.5822,High,2024,3,3600,11.776079263827246,7.695412319175638,11.193975060529917,12.482452841702601,11.802366888855252,0,1,0,1,0,0,0,0,0,1,1,0,0,0,-0.7726470246897611,-0.002725675298866599,0.450193713383232,-0.7938624292696161,-0.9183891179070007,-0.5508707509970603,-0.07202209335261252
LOAN000236,CUST00979,Education,Unsecured,155522.0,6.68,12,13433.88,2019-10-29,2020-10-23,Monthly,Defaulted,159,39676.21,259119.71,4.0,21951.23,LO171,BR14,False,1.0,161206.56,5684.56,True,0.6002,High,2019,10,360,11.95454890963167,9.505609589115396,10.58853224642677,11.990448006218003,8.645684906170645,0,1,1,0,0,0,0,0,0,1,1,0,0,0,-0.6895876965283653,-1.6837091998480818,-1.0853331008344616,0.2849180304574033,0.6263756423536745,-0.7380122134085467,-0.9738012254804831
LOAN000237,CUST00855,Personal,Unsecured,190499.73,18.33,84,4040.82,2024-02-02,2030-12-27,Monthly,Active,75,5939.95,273233.72,9.0,11207.6,LO184,BR27,True,7.0,339428.88,148929.15,False,0.6972,Medium,2024,2,2520,12.157411305562547,8.304450364562271,8.689624332228759,12.735022665620782,11.91123268306399,1,0,0,0,0,1,0,0,0,1,1,0,0,1,-0.5753001205100184,0.9449428888765292,-0.0616485580226659,-0.6168684097100736,-0.5863368797201266,-0.9292481313370021,-0.07202209335261252
LOAN000238,CUST00162,Home,Unsecured,152584.8,17.97,240,2351.34,2022-11-21,2042-08-08,Monthly,Active,54,51314.54,146166.14,8.0,1440.36,LO180,BR45,True,20.0,564321.6,411736.8,False,1.0439,Medium,2022,11,7200,11.935482339767471,7.7631658563941714,10.845748909263264,13.243381352774264,12.928142017971291,1,0,0,1,0,0,0,0,0,1,1,0,0,1,-0.699184816418109,0.8637141548043525,2.156334618069558,-0.7790679650130471,-0.8895150102385769,-0.6720396746415263,-0.25237791977818663
LOAN000239,CUST00700,Business,Unsecured,321027.47,19.37,120,6070.54,2022-04-12,2032-02-19,Monthly,Active,207,183817.41,251778.07,9.0,23542.15,LO104,BR44,True,10.0,728464.8,407437.33,False,1.275,Medium,2022,4,3600,12.679285089768072,8.711367558629957,12.121703647108616,13.49869595773641,12.917644862787078,1,0,0,0,0,0,0,0,0,1,1,0,0,1,-0.14880877851175275,1.1796036761961517,0.450193713383232,-0.4220039062003833,1.3193542263958464,0.0790604168506784,-0.07202209335261252
LOAN000240,CUST01128,Personal,Unsecured,379372.75,19.54,12,35059.54,2021-03-13,2022-03-08,Monthly,Closed,21,16166.32,24681.73,11.0,10297.73,LO181,BR44,False,1.0,420714.48,41341.73,False,15.3706,Medium,2021,3,360,12.846277145897556,10.464831560524326,9.69074719981204,12.94971206471816,10.629651868791212,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0.04183082626853832,1.2179616895080125,-1.0853331008344616,2.361102676107724,-1.3659377867675702,-0.8712793685273125,0.2886895594985357
LOAN000241,CUST00167,Travel,Unsecured,94380.13,15.28,240,1262.36,2022-11-27,2042-08-14,Monthly,Closed,165,57552.3,67783.22,3.0,22637.09,LO180,BR15,True,20.0,302966.4,208586.27,False,1.3924,Low,2022,11,7200,11.455096438084313,7.141530117365007,10.960466753948296,12.62138048794413,12.24811279379979,1,0,0,0,0,0,1,0,0,1,1,0,1,0,-0.8893649866935325,0.2567550029872535,2.156334618069558,-0.8836161524635243,0.7129979653589459,-0.6366805755766802,-1.154157051906057
LOAN000242,CUST00300,Medical,Secured,209051.21,18.59,36,7619.72,2021-03-06,2024-02-19,Monthly,Under Review,177,109420.29,354708.53,3.0,13887.5,LO101,BR13,False,3.0,274309.92,65258.71,False,0.5894,Low,2021,3,1080,12.250339308362411,8.93862613240594,11.602960756983526,12.52201748655982,11.08613012637403,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-0.514684303510092,1.0036080857064351,-0.7441049198971964,-0.27327393775786807,0.8862426113694889,-0.3426639098658413,-1.154157051906057
LOAN000243,CUST00028,Travel,Secured,210890.58,14.13,240,2642.4,2019-02-11,2038-10-29,Monthly,Defaulted,102,165219.16,161974.33,12.0,30185.44,LO131,BR38,False,20.0,634176.0,423285.42,True,1.302,High,2019,2,7200,12.259099441535215,7.879821246323706,12.01503416652179,13.360083374266656,12.95580434472816,0,1,0,0,0,0,1,0,0,0,1,0,0,0,-0.5086742754522144,-0.002725675298866599,2.156334618069558,-0.7511245726281219,-0.19653642619640485,-0.026364826214584233,0.4690453859241098
LOAN000244,CUST01448,Education,Unsecured,82625.61,21.25,48,2569.68,2018-12-25,2022-12-04,Monthly,Active,193,2386.9,76277.48,13.0,49543.87,LO117,BR46,False,4.0,123344.64,40719.03,False,1.0832,Medium,2018,12,1440,11.322087062591981,7.851925734330813,7.778169597588765,11.72274577475801,10.614475387962836,0,0,1,0,0,0,0,0,0,1,1,0,0,1,-0.9277721559998077,1.6037981763508529,-0.5734908294285638,-0.7581061004719746,1.1172354727168796,-0.9493887983284144,0.649401212349684
LOAN000245,CUST00562,Personal,Unsecured,145376.71,9.46,240,1351.31,2019-03-02,2038-11-17,Monthly,Active,44,113517.02,79036.79,11.0,27361.6,LO175,BR43,True,20.0,324314.4,178937.69,False,1.8394,Medium,2019,3,7200,11.887090531091756,7.209569520260817,11.639716869821347,12.689471778062792,12.094798512185106,1,0,0,0,0,1,0,0,0,1,1,0,0,1,-0.7227368060361341,-1.0564428645129382,2.156334618069558,-0.8750764535951154,-1.0338855485806961,-0.3194413617216474,0.2886895594985357
LOAN000246,CUST00883,Education,Unsecured,539696.31,20.69,180,9754.92,2019-01-03,2033-10-16,Monthly,Active,118,281115.42,295896.88,12.0,32344.8,LO148,BR25,False,15.0,1755885.6,1216189.29,False,1.8239,Medium,2019,1,5400,13.198763724343804,9.185629559220189,12.546524168564652,14.378484472504214,14.011233817752046,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0.5656781728811396,1.4774423677941335,1.303264165726395,-0.0682827626726885,0.03445643515098583,0.6305997473799675,0.4690453859241098
LOAN000247,CUST00156,Education,Secured,534166.04,10.51,120,7210.76,2018-03-09,2028-01-16,Monthly,Active,7,197924.19,66099.59,19.0,45963.79,LO128,BR25,True,10.0,865291.2,331125.16,False,8.0812,Medium,2018,3,3600,13.188463878016565,8.883468305899271,12.195644409998755,13.670822532339479,12.710254729776992,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0.5476083566573029,-0.8195257234690894,0.450193713383232,-0.3125363913747822,-1.568056540446537,0.15902550552128908,1.7315361709031285
LOAN000248,CUST01348,Vehicle,Unsecured,72885.73,8.09,48,1782.43,2022-08-12,2026-07-22,Quarterly,Active,235,70362.64,89475.09,12.0,18700.02,LO186,BR26,False,4.0,85556.64,12670.91,False,0.8146,Medium,2022,8,1440,11.196661871248919,7.486293755360348,11.161431931453079,11.356945579833223,9.447143011756259,0,0,0,0,0,0,0,1,0,1,0,1,0,1,-0.9595966133305028,-1.3655633247320558,-0.5734908294285638,-0.8336865156957511,1.72359173375378,-0.5640644311411201,0.4690453859241098
LOAN000249,CUST01372,Business,Unsecured,391485.28,13.31,240,4673.27,2019-03-01,2038-11-16,Monthly,Defaulted,64,62684.45,350825.15,1.0,8327.42,LO125,BR21,False,20.0,1121584.8,730099.52,True,1.1159,High,2019,3,7200,12.877705749099043,8.44982827979753,11.045884642275256,13.930254134697297,13.500937502275125,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.08140777117461166,-0.18774668068549166,2.156334618069558,-0.5561496626687558,-0.7451444718964577,-0.6075886899854345,-1.5148687047572054
LOAN000250,CUST01145,Home,Unsecured,82765.79,16.03,48,2346.88,2023-07-27,2027-07-06,Quarterly,Active,232,44803.2,100305.65,18.0,14139.86,LO133,BR25,False,4.0,112650.24,29884.45,False,0.8251,Medium,2023,7,1440,11.323782172959941,7.76126807231658,10.71005716400882,11.632051953345304,10.305127018866253,0,0,0,1,0,0,0,0,0,1,0,1,0,1,-0.9273141264934259,0.425981532304289,-0.5734908294285638,-0.7794961500265728,1.6802805722511445,-0.7089495775722089,1.5511803444775545
LOAN000251,CUST00652,Education,Unsecured,194621.92,10.08,12,17117.6,2024-02-10,2025-02-04,Monthly,Closed,167,62470.03,212872.36,8.0,20139.75,LO160,BR24,False,1.0,205411.2,10789.28,False,0.9143,Medium,2024,2,360,12.17881922186018,9.747920870650983,11.04245820826589,12.232773971012607,9.286401007869147,0,0,1,0,0,0,0,0,0,1,1,0,0,1,-0.5618311188627684,-0.9165489336108561,-1.0853331008344616,0.6385758102835449,0.7418720730273698,-0.608804142010117,-0.25237791977818663
LOAN000252,CUST00821,Education,Secured,248238.33,15.11,84,4805.53,2019-02-13,2026-01-07,Bi-Annual,Active,232,130942.34,396607.69,9.0,32250.88,LO119,BR39,False,7.0,403664.52,155426.19,False,0.6259,Medium,2019,2,2520,12.422148600117653,8.477730689034296,11.782519989535961,12.908341893235505,11.953932669435567,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.3866428052213215,0.21839698967539226,-0.0616485580226659,-0.5434519608999445,1.6802805722511445,-0.22066493939750498,-0.07202209335261252
LOAN000253,CUST00561,Business,Secured,490029.22,19.02,48,14657.1,2022-12-25,2026-12-04,Monthly,Active,4,270631.11,736035.56,16.0,229.4,LO162,BR21,True,4.0,703540.8,213511.58,False,0.6658,Medium,2022,12,1440,13.102222341654468,9.59274836267565,12.508515649911097,13.463882570971165,12.27145103263157,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0.40339401882125414,1.1006312958482019,-0.5734908294285638,0.40235401078135125,-1.6113677019491728,0.5711688369383097,1.1904686916264062
LOAN000254,CUST01188,Travel,Unsecured,233358.13,10.48,36,7582.51,2023-08-24,2026-08-08,Monthly,Defaulted,44,20873.48,360050.06,9.0,42669.16,LO123,BR12,False,3.0,272970.36,39612.23,True,0.6481,High,2023,8,1080,12.360333876389298,8.93373143214292,9.946282639229151,12.517122160238914,10.586918432355722,0,1,0,0,0,0,1,0,0,1,1,0,0,0,-0.4352629411955028,-0.8262947846417706,-0.7441049198971964,-0.27684630644694613,-1.0338855485806961,-0.844596563040394,-0.07202209335261252
LOAN000255,CUST01086,Home,Secured,119241.97,15.49,60,2867.52,2018-05-14,2023-04-18,Monthly,Closed,45,78835.06,119060.49,19.0,3804.7,LO193,BR48,True,5.0,172051.2,52809.23,False,1.0015,Medium,2018,5,1800,11.688918455230892,7.961551496302786,11.275125785385717,12.055553198124402,10.874460200927246,1,0,0,1,0,0,0,0,0,0,1,0,0,1,-0.8081304574957837,0.3041384311960235,-0.40287673895993115,-0.7295117900620036,-1.0194484947464841,-0.5160380341494143,1.7315361709031285
LOAN000256,CUST01364,Personal,Secured,104072.89,11.76,36,3444.79,2021-04-02,2024-03-17,Monthly,Active,163,66032.32,73658.91,12.0,45032.76,LO163,BR27,True,3.0,124012.44,19939.55,False,1.4129,Medium,2021,4,1080,11.55285640662076,8.144908475010398,11.09791474210029,11.728145225810492,9.900510625883676,1,0,0,0,0,1,0,0,0,0,1,0,0,1,-0.8576944910573779,-0.5374815079406976,-0.7441049198971964,-0.6740906324929602,0.6841238576905221,-0.5886110975506138,0.4690453859241098
LOAN000257,CUST00312,Travel,Secured,306934.89,14.71,240,3976.07,2022-09-19,2042-06-06,Monthly,Defaulted,144,236176.35,573008.51,19.0,47471.73,LO136,BR45,True,20.0,954256.8,647321.91,True,0.5357,High,2022,9,7200,12.634394177400301,8.288300646259732,12.372338284836587,13.768689144532676,13.380600537078914,1,1,0,0,0,0,1,0,0,0,1,0,0,0,-0.19485541470125473,0.1281428407063072,2.156334618069558,-0.6230847728548682,0.40981983484049567,0.37586006069563704,1.7315361709031285
LOAN000258,CUST00376,Education,Secured,161613.09,16.84,84,3287.77,2020-05-17,2027-04-11,Monthly,Active,168,14651.6,17541.41,0.0,49505.14,LO116,BR27,False,7.0,276172.68,114559.59,False,9.2132,Low,2020,5,2520,11.992966611862313,8.098268913673905,9.592373073101225,12.528785222150887,11.648859132320876,0,0,1,0,0,0,0,0,0,0,1,0,1,0,-0.6696854355351678,0.6087461839666866,-0.0616485580226659,-0.6891654331260976,0.7563091268615817,-0.8798656454176551,-1.6952245311827796
LOAN000259,CUST01370,Business,Secured,193502.38,11.93,36,6420.58,2020-07-01,2023-06-16,Monthly,Closed,157,57520.24,59065.17,1.0,40475.51,LO125,BR15,False,3.0,231140.88,37638.5,False,3.2761,Low,2020,7,1080,12.173050258999673,8.767419472323915,10.959909549881619,12.350787000095039,10.535809309870384,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.5654891467809775,-0.4991234946288364,-0.7441049198971964,-0.3883981030312112,0.5975015346852506,-0.6368623095189959,-1.5148687047572054
LOAN000260,CUST00150,Home,Secured,583250.28,21.91,60,16078.91,2023-02-06,2028-01-11,Monthly,Active,179,379177.19,489462.58,16.0,7092.78,LO181,BR22,False,5.0,964734.6,381484.32,False,1.1916,Medium,2023,2,1800,13.276373384480497,9.685325945702369,12.84576153188612,13.7796093531418,12.851827649280835,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.707988084281216,1.7527175221498437,-0.40287673895993115,0.5388557448801987,0.9151167190379128,1.1864684951202054,1.1904686916264062
LOAN000261,CUST00585,Personal,Unsecured,379996.89,15.24,180,5380.99,2024-03-09,2038-12-21,Bi-Annual,Closed,78,51957.29,466604.0,12.0,35308.35,LO111,BR14,False,15.0,968578.2,588581.31,False,0.8144,Medium,2024,3,5400,12.847920979055573,8.59081347323979,10.858196560312276,13.783585534427896,13.285472059963576,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.043870165233533834,0.24772958809034518,1.303264165726395,-0.48820457348213003,-0.5430257182174909,-0.6683962095316263,0.4690453859241098
LOAN000262,CUST00581,Personal,Secured,955047.8,19.28,180,16267.71,2022-04-10,2037-01-21,Bi-Annual,Active,147,647138.68,15663.5,16.0,10166.06,LO166,BR18,False,15.0,2928187.8,1973140.0,False,60.9728,Medium,2022,4,5400,13.769517717633773,9.696998910038355,13.380317438899578,14.889894632858853,14.495137247225722,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.9228135555291443,1.1592964926781075,1.303264165726395,0.5569816037487271,0.4531309963431314,2.7054235159087177,1.1904686916264062
LOAN000263,CUST00977,Business,Secured,118829.15,17.74,84,2479.46,2019-04-14,2026-03-08,Monthly,Closed,163,7014.09,170953.04,12.0,44856.39,LO192,BR43,False,7.0,208274.64,89445.49,False,0.6951,Medium,2019,4,2520,11.685450441590774,7.816199305829989,8.855818822105011,12.24661767369879,11.401395848368194,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.8094793213909506,0.8118180191471284,-0.0616485580226659,-0.766767726463069,0.6841238576905221,-0.9231593073569976,0.4690453859241098
