loan_id,customer_id,loan_purpose,loan_type,loan_amount,interest_rate,tenure_months,emi_amount,disbursement_date,maturity_date,repayment_frequency,loan_status,num_payments_made,outstanding_balance,collateral_value,num_late_payments,penalty_charges,loan_officer_id,branch_code,insurance_taken,loan_duration_years,total_repayment,total_interest_paid,default_flag,ltv_ratio,risk_category
LOAN001670,CUST03873,Home,Unsecured,519180.83,7.99,60,10524.63,2022-03-28,2027-03-02,Monthly,Active,57,488579.55,1009090.01,16.0,33151.24,LO164,BR21,True,5.0,631477.8,112296.97,False,0.5145,Medium
LOAN001671,CUST03422,Personal,Unsecured,827430.61,11.18,60,18064.71,2018-03-30,2023-03-04,Monthly,Active,193,290412.16,388288.72,8.0,22157.71,LO196,BR39,True,5.0,1083882.6,256451.99,False,2.131,Medium
LOAN001672,CUST04504,Travel,Unsecured,763587.2,10.47,36,24807.65,2022-09-21,2025-09-05,Monthly,Active,158,417287.57,215354.44,12.0,19258.5,LO104,BR32,False,3.0,893075.4,129488.2,False,3.5457,Medium
LOAN001673,CUST09047,Vehicle,Unsecured,288035.01,17.26,12,26305.71,2018-10-05,2019-09-30,Monthly,Active,222,35622.0,529873.51,11.0,17050.06,LO149,BR38,False,1.0,315668.52,27633.51,False,0.5436,Medium
LOAN001674,CUST00533,Vehicle,Unsecured,45249.22,10.18,84,755.41,2023-01-20,2029-12-14,Monthly,Closed,60,22605.02,73130.36,16.0,40246.38,LO133,BR40,False,7.0,63454.44,18205.22,False,0.6187,Medium
LOAN001675,CUST03405,Wedding,Secured,277824.3,16.17,12,25229.59,2018-11-13,2019-11-08,Monthly,Closed,228,46871.05,318139.96,12.0,12673.06,LO127,BR38,True,1.0,302755.08,24930.78,False,0.8733,Medium
LOAN001676,CUST01394,Business,Unsecured,153495.84,14.08,48,4402.97,2019-06-26,2023-06-05,Quarterly,Active,83,112233.19,228302.64500000002,9.0,25383.190000000002,LO180,BR39,True,4.0,211342.56,57846.72,False,0.6723,Medium
LOAN001677,CUST07337,Wedding,Secured,816578.01,18.99,12,44057.942500000005,2021-12-26,2022-12-21,Monthly,Active,35,637310.11,316835.04,3.0,8184.01,LO165,BR45,False,1.0,528695.31,-287882.7,False,2.5773,Low
LOAN001678,CUST07923,Personal,Secured,467856.02,15.85,24,22874.17,2021-10-29,2023-10-19,Monthly,Closed,218,166248.75,750320.03,9.0,43998.08,LO147,BR22,True,2.0,548980.08,81124.06,False,0.6235,Medium
LOAN001679,CUST04088,Home,Secured,354819.45,20.78,60,9555.2,2018-08-15,2023-07-20,Monthly,Closed,18,87746.92,14467.53,9.0,41861.15,LO142,BR20,False,5.0,573312.0,218492.55,False,24.5252,Medium
LOAN001680,CUST06446,Personal,Secured,117965.67,17.23,48,3417.96,2023-01-21,2026-12-31,Monthly,Closed,167,12837.91,16456.24,15.0,23958.09,LO194,BR14,False,4.0,164062.08,46096.41,False,7.1684,Medium
LOAN001681,CUST09495,Personal,Secured,126709.61,10.26,12,11155.12,2021-11-10,2022-11-05,Monthly,Active,83,51093.79,178015.37,3.0,12444.23,LO108,BR50,False,1.0,133861.44,7151.83,False,0.7118,Low
LOAN001682,CUST03606,Business,Unsecured,69798.65,21.07,48,2163.99,2024-01-25,2028-01-04,Monthly,Active,78,19838.05,44485.89,15.0,3696.29,LO117,BR43,True,4.0,103871.52,34072.87,False,1.569,Medium
LOAN001683,CUST02146,Education,Unsecured,112600.3,9.44,36,3603.76,2020-12-23,2023-12-08,Quarterly,Active,168,34502.25,210932.25,4.0,19572.06,LO178,BR34,False,3.0,129735.36,17135.06,False,0.5338,Low
LOAN001684,CUST00904,Personal,Secured,252983.54,9.38,240,2338.35,2024-06-07,2044-02-23,Monthly,Active,92,249571.25,342157.13,19.0,30335.2,LO174,BR38,False,20.0,561204.0,308220.46,False,0.7394,Medium
LOAN001685,CUST05932,Personal,Secured,135238.09,18.01,24,6752.29,2020-03-12,2022-03-02,Bi-Annual,Active,48,60973.34,261270.85,14.0,44593.45,LO164,BR23,False,2.0,162054.96,26816.87,False,0.5176,Medium
LOAN001686,CUST02079,Personal,Unsecured,340556.97,14.54,120,5398.84,2019-04-23,2029-03-01,Monthly,Active,21,134202.78,40394.3,16.0,49511.62,LO154,BR23,True,10.0,647860.8,307303.83,False,8.4308,Medium
LOAN001687,CUST06449,Home,Secured,477800.02,8.98,12,41779.89,2023-05-15,2024-05-09,Bi-Annual,Under Review,14,70966.13,547835.29,8.0,6191.4,LO151,BR38,True,1.0,501358.68,23558.66,False,0.8722,Medium
LOAN001688,CUST03558,Personal,Unsecured,363313.77,8.27,48,8915.67,2024-01-03,2027-12-13,Monthly,Closed,11,2421.44,441092.14,10.0,33812.12,LO189,BR19,False,4.0,427952.16,64638.39,False,0.8237,Medium
LOAN001689,CUST09823,Vehicle,Unsecured,1287537.09,9.13,60,26808.46,2019-10-16,2024-09-19,Monthly,Active,168,813103.9975,1281299.17,13.0,1688.84,LO130,BR34,False,5.0,1608507.6,320970.51,False,1.0049,Medium
LOAN001690,CUST01588,Home,Unsecured,217957.37,20.86,48,6732.8,2022-09-13,2026-08-23,Monthly,Active,153,27880.85,356063.57,13.0,4842.54,LO114,BR30,False,4.0,323174.4,105217.03,False,0.6121,Medium
LOAN001691,CUST04931,Home,Secured,726359.95,15.59,36,25389.88,2020-12-25,2023-12-10,Monthly,Active,239,679512.82,497581.47,4.0,29383.42,LO166,BR37,False,3.0,914035.68,187675.73,False,1.4598,Low
LOAN001692,CUST06681,Home,Unsecured,759479.98,17.8,60,19203.26,2018-08-27,2023-08-01,Monthly,Active,54,439889.35,527110.93,1.0,41374.26,LO187,BR43,True,5.0,1152195.6,392715.62,False,1.4408,Low
LOAN001693,CUST03661,Education,Unsecured,85869.98,8.48,240,744.11,2024-02-19,2043-11-06,Quarterly,Active,31,24157.6,156796.45,11.0,23883.28,LO103,BR22,True,20.0,178586.4,92716.42,False,0.5477,Medium
LOAN001694,CUST05712,Home,Secured,384232.75,12.38,84,6861.09,2020-03-18,2027-02-10,Monthly,Closed,106,27624.58,447093.69,5.0,30229.73,LO141,BR38,False,7.0,576331.56,192098.81,False,0.8594,Low
LOAN001695,CUST03116,Personal,Secured,1036036.08,15.13,120,16797.46,2021-01-09,2030-11-18,Monthly,Closed,46,537127.4,1577418.3025,0.0,8835.24,LO165,BR20,False,10.0,2015695.2,979659.12,False,0.6568,Low
LOAN001696,CUST07574,Education,Secured,187035.29,14.4,180,2541.29,2021-01-24,2035-11-07,Monthly,Closed,231,176029.21,335692.1,15.0,35701.35,LO131,BR13,False,15.0,457432.2,270396.91,False,0.5572,Medium
LOAN001697,CUST08566,Business,Secured,121505.21,12.28,180,1480.23,2021-06-10,2036-03-23,Monthly,Closed,121,79476.66,160284.98,13.0,23148.87,LO101,BR13,True,15.0,266441.4,144936.19,False,0.7581,Medium
LOAN001698,CUST02067,Travel,Secured,371371.09,7.98,60,7526.51,2020-04-28,2025-04-02,Monthly,Closed,67,29430.5,119409.62,16.0,6076.92,LO178,BR28,False,5.0,451590.6,80219.51,False,3.1101,Medium
LOAN001699,CUST08893,Personal,Unsecured,318366.77,17.08,36,11363.32,2021-01-29,2024-01-14,Bi-Annual,Closed,198,305994.17,500399.54,1.0,27001.37,LO157,BR30,True,3.0,409079.52,90712.75,False,0.6362,Low
LOAN001700,CUST08412,Personal,Secured,1385075.8175,15.77,240,27657.72,2018-09-09,2038-05-27,Quarterly,Closed,213,462453.59,1577418.3025,11.0,19321.69,LO150,BR14,True,20.0,6637852.8,5252776.98,False,0.8781,Medium
LOAN001701,CUST07573,Personal,Secured,679122.64,13.02,180,8601.49,2020-01-20,2034-11-02,Monthly,Defaulted,35,272720.05,1268394.03,11.0,45704.37,LO174,BR35,False,15.0,1548268.2,869145.56,True,0.5354,High
LOAN001702,CUST00297,Home,Unsecured,443674.8,20.87,60,11970.47,2023-10-21,2028-09-24,Monthly,Active,84,247753.98,570028.39,12.0,32889.29,LO103,BR33,True,5.0,718228.2,274553.4,False,0.7783,Medium
LOAN001703,CUST09470,Business,Secured,128996.42,18.22,120,2342.63,2023-11-08,2033-09-16,Monthly,Active,218,7406.1,6459.15,17.0,7914.18,LO184,BR32,False,10.0,281115.6,152119.18,False,19.9711,Medium
LOAN001704,CUST06648,Personal,Unsecured,67841.37,12.15,36,2258.17,2021-10-03,2024-09-17,Quarterly,Closed,191,51678.52,38738.78,7.0,18781.28,LO137,BR49,False,3.0,81294.12,13452.75,False,1.7513,Medium
LOAN001705,CUST06314,Home,Unsecured,800776.44,7.32,24,35969.11,2021-07-05,2023-06-25,Quarterly,Active,169,175361.27,1145499.25,8.0,10013.16,LO148,BR14,False,2.0,863258.64,62482.2,False,0.6991,Medium
LOAN001706,CUST07805,Personal,Secured,386820.95,18.91,24,19482.2,2018-12-14,2020-12-03,Monthly,Defaulted,75,383474.69,171674.21,14.0,46607.83,LO125,BR30,False,2.0,467572.8,80751.85,True,2.2532,High
LOAN001707,CUST07798,Vehicle,Secured,251455.43,13.32,120,3802.11,2018-08-20,2028-06-28,Monthly,Defaulted,65,33151.11,494493.17,6.0,19867.58,LO140,BR14,False,10.0,456253.2,204797.77,True,0.5085,High
LOAN001708,CUST08455,Home,Secured,272571.19,13.82,60,6316.85,2023-09-25,2028-08-29,Monthly,Defaulted,69,151587.57,244332.19,5.0,35079.7,LO102,BR40,False,5.0,379011.0,106439.81,True,1.1156,High
LOAN001709,CUST03418,Personal,Unsecured,458312.63,15.6,60,11048.1,2023-02-14,2028-01-19,Monthly,Active,178,379578.3,198190.47,16.0,12426.82,LO163,BR44,False,5.0,662886.0,204573.37,False,2.3125,Medium
LOAN001710,CUST03513,Education,Unsecured,154075.42,16.74,120,2652.46,2023-01-28,2032-12-06,Monthly,Active,167,61662.14,15325.87,5.0,11775.0,LO160,BR19,True,10.0,318295.2,164219.78,False,10.0533,Low
LOAN001711,CUST07610,Personal,Secured,34698.79,15.93,180,507.93,2019-03-20,2033-12-31,Monthly,Closed,212,27486.28,63520.32,11.0,38071.55,LO129,BR38,False,15.0,91427.4,56728.61,False,0.5463,Medium
LOAN001712,CUST03601,Personal,Secured,150805.41,10.86,60,3268.36,2023-06-24,2028-05-28,Quarterly,Under Review,165,112048.64,16351.54,0.0,10853.71,LO195,BR24,False,5.0,196101.6,45296.19,False,9.2227,Low
LOAN001713,CUST04794,Medical,Unsecured,241718.64,9.26,84,3921.0,2021-07-09,2028-06-02,Quarterly,Active,164,194638.05,127374.12,18.0,8073.75,LO113,BR24,False,7.0,329364.0,87645.36,False,1.8977,Medium
LOAN001714,CUST02880,Medical,Unsecured,105985.26,6.93,120,1226.76,2022-11-24,2032-10-02,Quarterly,Defaulted,68,74662.76,127475.49,15.0,36174.22,LO170,BR31,True,10.0,147211.2,41225.94,True,0.8314,High
LOAN001715,CUST02318,Education,Secured,261703.79,6.7,120,2998.29,2022-03-28,2032-02-04,Monthly,Defaulted,231,170914.21,44514.94,16.0,35571.85,LO168,BR13,False,10.0,359794.8,98091.01,True,5.879,High
LOAN001716,CUST06276,Business,Secured,1385075.8175,20.28,240,28428.86,2020-10-08,2040-06-25,Monthly,Active,121,808088.21,1136139.54,9.0,28070.72,LO143,BR21,False,20.0,6822926.4,5437850.58,False,1.2191,Medium
LOAN001717,CUST03280,Home,Unsecured,253209.47,21.92,24,13126.04,2021-07-07,2023-06-27,Monthly,Closed,153,52488.64,150462.56,12.0,36276.76,LO179,BR17,False,2.0,315024.96,61815.49,False,1.6829,Medium
LOAN001718,CUST03860,Personal,Secured,78386.2,12.04,120,1126.43,2023-06-30,2033-05-08,Monthly,Active,141,27081.69,93097.26,15.0,43990.65,LO130,BR29,True,10.0,135171.6,56785.4,False,0.842,Medium
LOAN001719,CUST05025,Personal,Unsecured,310631.27,9.8,36,9994.05,2018-01-05,2020-12-20,Monthly,Closed,185,75744.12,497274.34,18.0,22414.62,LO159,BR20,False,3.0,359785.8,49154.53,False,0.6247,Medium
LOAN001720,CUST07729,Medical,Secured,318653.71,12.69,24,15103.02,2020-03-08,2022-02-26,Monthly,Closed,37,232381.92,557802.92,10.0,20060.53,LO158,BR16,False,2.0,362472.48,43818.77,False,0.5713,Medium
LOAN001721,CUST00850,Home,Unsecured,258193.67,8.1,120,3146.26,2023-09-10,2033-07-19,Quarterly,Active,14,125698.37,411252.63,15.0,18895.88,LO146,BR41,False,10.0,377551.2,119357.53,False,0.6278,Medium
LOAN001722,CUST03125,Personal,Unsecured,88297.56,16.26,84,1766.87,2018-10-08,2025-09-01,Quarterly,Closed,34,31939.65,173637.92,18.0,13629.95,LO130,BR18,False,7.0,148417.08,60119.52,False,0.5085,Medium
LOAN001723,CUST09721,Personal,Unsecured,480614.4,9.99,240,4634.85,2024-01-17,2043-10-04,Monthly,Closed,105,350063.1,587475.98,2.0,24964.84,LO127,BR15,True,20.0,1112364.0,631749.6,False,0.8181,Low
LOAN001724,CUST08677,Personal,Unsecured,1385075.8175,11.42,60,38951.13,2022-10-04,2027-09-08,Monthly,Active,80,813103.9975,1577418.3025,15.0,7573.17,LO144,BR49,False,5.0,2337067.8,951991.98,False,0.8781,Medium
LOAN001725,CUST00113,Medical,Secured,744431.59,19.76,36,27574.8,2023-10-31,2026-10-15,Bi-Annual,Active,90,394392.53,118704.7,10.0,17322.25,LO176,BR48,False,3.0,992692.8,248261.21,False,6.2713,Medium
LOAN001726,CUST07365,Home,Unsecured,652839.71,15.32,120,10660.89,2020-04-06,2030-02-13,Monthly,Active,127,11248.56,753040.81,14.0,32828.58,LO185,BR43,False,10.0,1279306.8,626467.09,False,0.8669,Medium
LOAN001727,CUST03434,Wedding,Secured,84231.52,8.59,84,1337.75,2019-10-24,2026-09-17,Quarterly,Active,106,75813.59,68076.89,16.0,34784.08,LO188,BR48,False,7.0,112371.0,28139.48,False,1.2373,Medium
LOAN001728,CUST04282,Vehicle,Unsecured,174500.09,7.98,240,1457.42,2018-09-07,2038-05-25,Monthly,Closed,63,115752.21,18995.02,9.0,38455.32,LO132,BR43,False,20.0,349780.8,175280.71,False,9.1866,Medium
LOAN001729,CUST02852,Business,Unsecured,125046.61,16.64,36,4435.88,2018-02-09,2021-01-24,Quarterly,Defaulted,131,44789.03,70279.68,11.0,14268.37,LO181,BR18,True,3.0,159691.68,34645.07,True,1.7793,High
LOAN001730,CUST05567,Personal,Secured,239777.04,9.02,48,5969.14,2023-03-31,2027-03-10,Monthly,Active,66,237208.72,323486.82,3.0,1286.4,LO105,BR24,False,4.0,286518.72,46741.68,False,0.7412,Low
LOAN001731,CUST09843,Travel,Secured,515252.62,14.08,60,10833.86,2020-04-15,2025-03-20,Monthly,Active,139,181217.61,228302.64500000002,9.0,25383.190000000002,LO172,BR38,True,5.0,650031.6,134778.98,False,2.2569,Medium
LOAN001732,CUST07593,Education,Unsecured,481990.76,15.83,180,7021.96,2024-03-17,2038-12-29,Quarterly,Closed,213,323332.61,466107.46,10.0,46995.38,LO140,BR18,False,15.0,1263952.8,781962.04,False,1.0341,Medium
LOAN001733,CUST02848,Business,Secured,297957.9,20.61,60,7995.53,2022-05-28,2027-05-02,Quarterly,Active,181,29666.1,33849.78,2.0,29332.2,LO183,BR19,False,5.0,479731.8,181773.9,False,8.8024,Low
LOAN001734,CUST08833,Medical,Secured,114720.89,14.89,48,3186.38,2021-09-09,2025-08-19,Monthly,Closed,77,95674.75,28654.72,15.0,1192.56,LO183,BR26,True,4.0,152946.24,38225.35,False,4.0036,Medium
LOAN001735,CUST05782,Vehicle,Unsecured,532493.51,13.76,12,44057.942500000005,2021-04-02,2022-03-28,Monthly,Active,57,379214.7,76251.95,1.0,35979.2,LO131,BR18,False,1.0,528695.31,-3798.2,False,6.9833,Low
LOAN001736,CUST04557,Business,Secured,412116.73,19.81,24,20936.78,2020-08-13,2022-08-03,Monthly,Active,142,81517.81,735803.03,18.0,43498.79,LO124,BR42,True,2.0,502482.72,90365.99,False,0.5601,Medium
LOAN001737,CUST09391,Home,Unsecured,20902.91,11.05,60,455.0,2022-12-28,2027-12-02,Monthly,Active,152,14038.91,10164.95,4.0,21784.55,LO121,BR19,False,5.0,27300.0,6397.09,False,2.0564,Low
LOAN001738,CUST03920,Home,Unsecured,359726.28,7.04,48,8620.77,2018-01-14,2021-12-24,Monthly,Active,170,53283.27,582574.77,13.0,13597.54,LO182,BR22,True,4.0,413796.96,54070.68,False,0.6175,Medium
LOAN001739,CUST01054,Personal,Unsecured,98960.21,15.14,180,1394.54,2019-03-09,2033-12-20,Monthly,Active,26,98718.3,135020.98,1.0,43432.5,LO134,BR28,True,15.0,251017.2,152056.99,False,0.7329,Low
LOAN001740,CUST09562,Education,Unsecured,210710.12,8.54,36,6655.51,2019-05-17,2022-05-01,Monthly,Closed,39,15612.35,240431.55,19.0,45183.7,LO186,BR26,False,3.0,239598.36,28888.24,False,0.8764,Medium
LOAN001741,CUST04819,Medical,Unsecured,117108.2,7.44,24,5266.63,2019-06-26,2021-06-15,Monthly,Active,235,56656.58,92598.92,8.0,8320.79,LO180,BR19,False,2.0,126399.12,9290.92,False,1.2647,Medium
LOAN001742,CUST04233,Education,Unsecured,305078.02,8.0,24,13797.85,2022-06-01,2024-05-21,Monthly,Under Review,223,289174.9,472636.57,4.0,20529.14,LO194,BR49,False,2.0,331148.4,26070.38,False,0.6455,Low
LOAN001743,CUST02145,Vehicle,Secured,349150.05,8.21,84,5478.53,2020-01-03,2026-11-27,Monthly,Defaulted,136,228043.66,576394.3,3.0,30552.14,LO131,BR13,False,7.0,460196.52,111046.47,True,0.6057,High
LOAN001744,CUST02810,Education,Secured,361700.27,16.66,60,8923.19,2023-11-21,2028-10-25,Monthly,Closed,129,119380.89,14968.02,2.0,26151.67,LO125,BR38,True,5.0,535391.4,173691.13,False,24.1649,Low
LOAN001745,CUST08921,Home,Unsecured,308279.17,14.08,240,4180.62,2023-02-24,2042-11-11,Monthly,Active,135,198764.63,228302.64500000002,9.0,25383.190000000002,LO192,BR17,True,20.0,1003348.8,695069.63,False,1.3503,Medium
LOAN001746,CUST07968,Home,Unsecured,319752.31,11.46,48,8335.78,2019-07-13,2023-06-22,Bi-Annual,Closed,176,234196.93,605546.73,19.0,49782.66,LO141,BR21,False,4.0,400117.44,80365.13,False,0.528,Medium
LOAN001747,CUST06359,Education,Secured,177525.62,10.27,84,2971.96,2019-07-01,2026-05-25,Quarterly,Closed,55,85922.37,308831.24,16.0,7750.6,LO102,BR19,False,7.0,249644.64,72119.02,False,0.5748,Medium
LOAN001748,CUST04108,Medical,Unsecured,304079.91,6.51,240,2268.93,2020-12-09,2040-08-26,Monthly,Active,35,95858.03,146474.64,7.0,1107.06,LO150,BR25,False,20.0,544543.2,240463.29,False,2.076,Medium
LOAN001749,CUST09638,Wedding,Secured,489507.92,8.96,24,22354.06,2024-06-01,2026-05-22,Quarterly,Active,221,482480.63,311116.49,5.0,6287.61,LO173,BR11,False,2.0,536497.44,46989.52,False,1.5734,Low
LOAN001750,CUST01312,Personal,Unsecured,271604.79,15.42,48,7616.92,2022-12-28,2026-12-07,Monthly,Active,209,128392.74,423685.52,14.0,18230.92,LO196,BR20,False,4.0,365612.16,94007.37,False,0.6411,Medium
LOAN001751,CUST05728,Home,Unsecured,273720.51,15.13,24,13288.7,2022-07-28,2024-07-17,Monthly,Active,82,51004.6,56927.47,1.0,36356.31,LO167,BR31,True,2.0,318928.8,45208.29,False,4.8082,Low
LOAN001752,CUST00167,Business,Secured,122560.69,17.91,60,3106.24,2019-01-05,2023-12-10,Monthly,Active,20,90778.15,162525.85,2.0,9996.34,LO198,BR23,False,5.0,186374.4,63813.71,False,0.7541,Low
LOAN001753,CUST04451,Home,Unsecured,424958.8,7.01,12,36772.26,2020-06-16,2021-06-11,Monthly,Active,176,135609.05,191497.07,5.0,39965.81,LO137,BR10,True,1.0,441267.12,16308.32,False,2.2191,Low
LOAN001754,CUST07941,Education,Unsecured,637641.69,18.82,48,19005.05,2021-06-24,2025-06-03,Monthly,Active,12,124823.92,1141314.6,0.0,3296.15,LO138,BR10,True,4.0,912242.4,274600.71,False,0.5587,Low
LOAN001755,CUST03284,Wedding,Unsecured,543197.37,15.52,60,13071.37,2024-01-01,2028-12-05,Monthly,Closed,187,323922.64,902578.34,18.0,38508.7,LO131,BR40,True,5.0,784282.2,241084.83,False,0.6018,Medium
LOAN001756,CUST05841,Education,Secured,221932.24,10.73,240,2250.12,2023-07-19,2043-04-05,Monthly,Closed,137,54104.08,15405.41,1.0,24721.42,LO127,BR19,True,20.0,540028.8,318096.56,False,14.4061,Low
LOAN001757,CUST01943,Personal,Unsecured,644441.57,13.25,60,14745.63,2023-04-27,2028-03-31,Quarterly,Under Review,11,275369.7,1126164.39,17.0,6637.32,LO193,BR24,False,5.0,884737.8,240296.23,False,0.5722,Medium
LOAN001758,CUST01529,Travel,Unsecured,286164.15,14.08,84,6164.75,2022-04-12,2029-03-06,Quarterly,Active,138,177093.56,228302.64500000002,9.0,25383.190000000002,LO166,BR19,True,7.0,517839.0,231674.85,False,1.2534,Medium
LOAN001759,CUST07964,Business,Secured,76697.8,14.03,180,1022.96,2018-06-28,2033-04-10,Quarterly,Active,196,48075.52,97112.13,0.0,6496.34,LO179,BR28,True,15.0,184132.8,107435.0,False,0.7898,Low
LOAN001760,CUST03200,Business,Unsecured,566531.05,17.47,36,20331.14,2019-01-31,2022-01-15,Monthly,Active,142,161367.59,874541.09,19.0,31080.2,LO102,BR44,False,3.0,731921.04,165389.99,False,0.6478,Medium
LOAN001761,CUST07721,Education,Secured,119261.91,12.82,48,3188.85,2020-06-27,2024-06-06,Monthly,Under Review,227,65983.94,11900.13,3.0,37029.24,LO120,BR50,True,4.0,153064.8,33802.89,False,10.0219,Low
LOAN001762,CUST08481,Medical,Secured,154418.56,14.97,60,3671.18,2019-02-22,2024-01-27,Quarterly,Closed,42,43295.88,65252.77,4.0,28625.2,LO141,BR27,False,5.0,220270.8,65852.24,False,2.3665,Low
LOAN001763,CUST08645,Education,Unsecured,263540.76,19.41,120,4990.41,2018-04-02,2028-02-09,Monthly,Under Review,79,179320.4,245228.11,17.0,48432.38,LO134,BR27,True,10.0,598849.2,335308.44,False,1.0747,Medium
LOAN001764,CUST04218,Personal,Unsecured,372028.12,14.2,60,8695.07,2023-12-25,2028-11-28,Monthly,Closed,67,165906.12,216728.74,5.0,29785.15,LO163,BR26,True,5.0,521704.2,149676.08,False,1.7166,Low
LOAN001765,CUST00728,Personal,Unsecured,498835.68,15.23,60,11927.58,2022-10-19,2027-09-23,Monthly,Active,206,60631.86,481594.35,7.0,2033.7,LO195,BR27,False,5.0,715654.8,216819.12,False,1.0358,Medium
LOAN001766,CUST04051,Personal,Unsecured,67992.17,13.04,240,798.52,2019-06-24,2039-03-11,Monthly,Active,100,16528.43,43383.87,18.0,36605.84,LO111,BR13,False,20.0,191644.8,123652.63,False,1.5672,Medium
LOAN001767,CUST07718,Business,Secured,388841.66,14.08,84,6347.26,2020-12-05,2027-10-30,Monthly,Active,38,321410.99,228302.64500000002,9.0,25383.190000000002,LO184,BR31,True,7.0,533169.84,144328.18,False,1.7032,Medium
LOAN001768,CUST00364,Personal,Unsecured,78431.43,21.59,48,2453.64,2022-01-29,2026-01-08,Bi-Annual,Closed,156,39759.25,68829.97,14.0,29132.91,LO122,BR16,True,4.0,117774.72,39343.29,False,1.1395,Medium
LOAN001769,CUST03784,Medical,Unsecured,300074.41,6.82,84,4502.57,2020-03-19,2027-02-11,Quarterly,Active,40,29239.79,338651.36,2.0,6833.91,LO160,BR22,True,7.0,378215.88,78141.47,False,0.8861,Low
LOAN001770,CUST01510,Travel,Unsecured,258836.18,8.43,36,8162.43,2018-11-21,2021-11-05,Quarterly,Active,164,77971.26,4981.28,8.0,5405.44,LO169,BR38,False,3.0,293847.48,35011.3,False,51.9618,Medium
LOAN001771,CUST01074,Medical,Unsecured,48674.96,17.55,84,1010.24,2019-05-21,2026-04-14,Bi-Annual,Active,8,26218.41,24274.54,4.0,18491.56,LO100,BR28,True,7.0,84860.16,36185.2,False,2.0052,Low
LOAN001772,CUST08772,Travel,Unsecured,1385075.8175,17.98,240,23844.78,2021-07-10,2041-03-27,Monthly,Defaulted,5,813103.9975,1577418.3025,7.0,39607.26,LO150,BR50,False,20.0,5722747.2,4337671.38,True,0.8781,High
LOAN001773,CUST01753,Education,Unsecured,53995.3,8.92,36,1715.03,2023-07-11,2026-06-25,Quarterly,Active,50,21534.25,38986.22,10.0,6338.92,LO148,BR44,False,3.0,61741.08,7745.78,False,1.385,Medium
LOAN001774,CUST06791,Business,Unsecured,302800.96,16.32,12,27519.27,2019-03-12,2020-03-06,Monthly,Active,123,220403.09,457340.49,5.0,37230.89,LO132,BR44,False,1.0,330231.24,27430.28,False,0.6621,Low
LOAN001775,CUST00447,Personal,Unsecured,211436.5,20.22,240,3628.48,2024-02-11,2043-10-29,Quarterly,Closed,48,118167.22,279809.75,13.0,11154.51,LO196,BR38,True,20.0,870835.2,659398.7,False,0.7556,Medium
LOAN001776,CUST02810,Business,Unsecured,218585.14,18.91,36,8002.52,2019-07-25,2022-07-09,Monthly,Defaulted,199,175914.92,363030.27,12.0,39173.96,LO139,BR13,False,3.0,288090.72,69505.58,True,0.6021,High
LOAN001777,CUST06319,Personal,Unsecured,63565.14,6.57,180,556.17,2022-05-19,2037-03-01,Bi-Annual,Active,67,46325.59,85174.92,5.0,20503.38,LO170,BR32,True,15.0,100110.6,36545.46,False,0.7463,Low
LOAN001778,CUST00541,Vehicle,Secured,410463.66,7.13,240,3214.43,2021-10-06,2041-06-23,Monthly,Closed,52,192160.44,78625.65,7.0,32292.45,LO146,BR31,False,20.0,771463.2,360999.54,False,5.2205,Medium
LOAN001779,CUST00445,Home,Unsecured,1385075.8175,13.73,24,44057.942500000005,2019-07-05,2021-06-24,Monthly,Active,170,813103.9975,1577418.3025,18.0,4279.91,LO182,BR26,False,2.0,1057390.62,-327685.2,False,0.8781,Medium
LOAN001780,CUST07271,Personal,Secured,247826.15,11.96,60,5507.75,2020-01-09,2024-12-13,Bi-Annual,Closed,142,213472.43,351700.82,3.0,4350.68,LO152,BR43,True,5.0,330465.0,82638.85,False,0.7047,Low
LOAN001781,CUST05973,Education,Unsecured,332726.59,7.95,48,8115.02,2023-02-11,2027-01-21,Quarterly,Closed,7,331300.33,200838.81,11.0,33857.35,LO161,BR10,False,4.0,389520.96,56794.37,False,1.6567,Medium
LOAN001782,CUST09941,Personal,Unsecured,252466.17,9.49,60,5301.03,2019-04-24,2024-03-28,Monthly,Active,217,3606.04,423079.75,1.0,46621.66,LO170,BR12,False,5.0,318061.8,65595.63,False,0.5967,Low
LOAN001783,CUST08558,Business,Secured,560625.37,21.12,48,17396.36,2018-02-08,2022-01-18,Monthly,Active,145,93945.72,225781.52,4.0,9451.21,LO188,BR32,False,4.0,835025.28,274399.91,False,2.483,Low
LOAN001784,CUST03033,Education,Secured,582042.6,12.2,48,15384.63,2022-07-07,2026-06-16,Monthly,Active,113,492866.25,231436.24,2.0,39058.39,LO148,BR39,True,4.0,738462.24,156419.64,False,2.5149,Low
LOAN001785,CUST09119,Business,Unsecured,90992.35,9.93,36,2933.08,2023-12-12,2026-11-26,Monthly,Active,88,24404.91,44089.55,14.0,1945.78,LO165,BR21,True,3.0,105590.88,14598.53,False,2.0638,Medium
LOAN001786,CUST07771,Business,Unsecured,120903.48,9.01,24,5524.0,2020-11-30,2022-11-20,Bi-Annual,Closed,135,28851.21,226565.63,2.0,47564.48,LO176,BR31,False,2.0,132576.0,11672.52,False,0.5336,Low
LOAN001787,CUST06177,Medical,Secured,140076.29,15.65,180,2023.22,2022-08-04,2037-05-17,Monthly,Active,98,60400.85,107268.44,12.0,19002.44,LO121,BR19,True,15.0,364179.6,224103.31,False,1.3058,Medium
